;v0.3.135e10_exEcai-3ag_ECAI_Clique_3All
Product of total size of {argue} received (min) ;51984;
Product of total size of {argue} received (max) ;51984;
Product of max size of {argue} received (avg) ;7200.0;
Product of max size of {argue} received (stddev) ;0.0;
Product of max size of {argue} received (min) ;7200;
Product of max size of {argue} received (max) ;7200;
Product of min size of {argue} received (avg) ;5832.0;
Product of min size of {argue} received (stddev) ;0.0;
Product of min size of {argue} received (min) ;5832;
Product of min size of {argue} received (max) ;5832;
Max of nb of {argue} received (avg) ;2.0;
Max of nb of {argue} received (stddev) ;0.0;
Max of nb of {argue} received (min) ;2;
Max of nb of {argue} received (max) ;2;
Max of total size of {argue} received (avg) ;38.0;
Max of total size of {argue} received (stddev) ;0.0;
Max of total size of {argue} received (min) ;38;
Max of total size of {argue} received (max) ;38;
Max of max size of {argue} received (avg) ;20.0;
Max of max size of {argue} received (stddev) ;0.0;
Max of max size of {argue} received (min) ;20;
Max of max size of {argue} received (max) ;20;
Max of min size of {argue} received (avg) ;18.0;
Max of min size of {argue} received (stddev) ;0.0;
Max of min size of {argue} received (min) ;18;
Max of min size of {argue} received (max) ;18;
Min of nb of {argue} received (avg) ;2.0;
Min of nb of {argue} received (stddev) ;0.0;
Min of nb of {argue} received (min) ;2;
Min of nb of {argue} received (max) ;2;
Min of total size of {argue} received (avg) ;36.0;
Min of total size of {argue} received (stddev) ;0.0;
Min of total size of {argue} received (min) ;36;
Min of total size of {argue} received (max) ;36;
Min of max size of {argue} received (avg) ;18.0;
Min of max size of {argue} received (stddev) ;0.0;
Min of max size of {argue} received (min) ;18;
Min of max size of {argue} received (max) ;18;
Min of min size of {argue} received (avg) ;18.0;
Min of min size of {argue} received (stddev) ;0.0;
Min of min size of {argue} received (min) ;18;
Min of min size of {argue} received (max) ;18;
Sum of nb of {argue} received (avg) ;6.0;
Sum of nb of {argue} received (stddev) ;0.0;
Sum of nb of {argue} received (min) ;6;
Sum of nb of {argue} received (max) ;6;
Sum of total size of {argue} received (avg) ;112.0;
Sum of total size of {argue} received (stddev) ;0.0;
Sum of total size of {argue} received (min) ;112;
Sum of total size of {argue} received (max) ;112;
Sum of max size of {argue} received (avg) ;58.0;
Sum of max size of {argue} received (stddev) ;0.0;
Sum of max size of {argue} received (min) ;58;
Sum of max size of {argue} received (max) ;58;
Sum of min size of {argue} received (avg) ;54.0;
Sum of min size of {argue} received (stddev) ;0.0;
Sum of min size of {argue} received (min) ;54;
Sum of min size of {argue} received (max) ;54;
Average of nb of {argue} received (avg) ;2.0;
Average of nb of {argue} received (stddev) ;0.0;
Average of nb of {argue} received (min) ;2.0;
Average of nb of {argue} received (max) ;2.0;
Average of total size of {argue} received (avg) ;37.33333333333333;
Average of total size of {argue} received (stddev) ;7.105427357601002E-15;
Average of total size of {argue} received (min) ;37.333333333333336;
Average of total size of {argue} received (max) ;37.333333333333336;
Average of max size of {argue} received (avg) ;19.333333333333336;
Average of max size of {argue} received (stddev) ;3.552713678800501E-15;
Average of max size of {argue} received (min) ;19.333333333333332;
Average of max size of {argue} received (max) ;19.333333333333332;
Average of min size of {argue} received (avg) ;18.0;
Average of min size of {argue} received (stddev) ;0.0;
Average of min size of {argue} received (min) ;18.0;
Average of min size of {argue} received (max) ;18.0;
Standard deviation of nb of {argue} received (avg) ;0.0;
Standard deviation of nb of {argue} received (stddev) ;0.0;
Standard deviation of nb of {argue} received (min) ;0.0;
Standard deviation of nb of {argue} received (max) ;0;
Standard deviation of total size of {argue} received (avg) ;0.9428090415820634;
Standard deviation of total size of {argue} received (stddev) ;0.0;
Standard deviation of total size of {argue} received (min) ;0.9428090415820634;
Standard deviation of total size of {argue} received (max) ;0.9428090415820634;
Standard deviation of max size of {argue} received (avg) ;0.9428090415820634;
Standard deviation of max size of {argue} received (stddev) ;0.0;
Standard deviation of max size of {argue} received (min) ;0.9428090415820634;
Standard deviation of max size of {argue} received (max) ;0.9428090415820634;
Standard deviation of min size of {argue} received (avg) ;0.0;
Standard deviation of min size of {argue} received (stddev) ;0.0;
Standard deviation of min size of {argue} received (min) ;0.0;
Standard deviation of min size of {argue} received (max) ;0;
Product of nb of {end of local conversation} received (avg) ;64.0;
Product of nb of {end of local conversation} received (stddev) ;0.0;
Product of nb of {end of local conversation} received (min) ;64;
Product of nb of {end of local conversation} received (max) ;64;
Product of total size of {end of local conversation} received (avg) ;64000.0;
Product of total size of {end of local conversation} received (stddev) ;0.0;
Product of total size of {end of local conversation} received (min) ;64000;
Product of total size of {end of local conversation} received (max) ;64000;
Product of max size of {end of local conversation} received (avg) ;1000.0;
Product of max size of {end of local conversation} received (stddev) ;0.0;
Product of max size of {end of local conversation} received (min) ;1000;
Product of max size of {end of local conversation} received (max) ;1000;
Product of min size of {end of local conversation} received (avg) ;1000.0;
Product of min size of {end of local conversation} received (stddev) ;0.0;
Product of min size of {end of local conversation} received (min) ;1000;
Product of min size of {end of local conversation} received (max) ;1000;
Max of nb of {end of local conversation} received (avg) ;4.0;
Max of nb of {end of local conversation} received (stddev) ;0.0;
Max of nb of {end of local conversation} received (min) ;4;
Max of nb of {end of local conversation} received (max) ;4;
Max of total size of {end of local conversation} received (avg) ;40.0;
Max of total size of {end of local conversation} received (stddev) ;0.0;
Max of total size of {end of local conversation} received (min) ;40;
Max of total size of {end of local conversation} received (max) ;40;
Max of max size of {end of local conversation} received (avg) ;10.0;
Max of max size of {end of local conversation} received (stddev) ;0.0;
Max of max size of {end of local conversation} received (min) ;10;
Max of max size of {end of local conversation} received (max) ;10;
Max of min size of {end of local conversation} received (avg) ;10.0;
Max of min size of {end of local conversation} received (stddev) ;0.0;
Max of min size of {end of local conversation} received (min) ;10;
Max of min size of {end of local conversation} received (max) ;10;
Min of nb of {end of local conversation} received (avg) ;4.0;
Min of nb of {end of local conversation} received (stddev) ;0.0;
Min of nb of {end of local conversation} received (min) ;4;
Min of nb of {end of local conversation} received (max) ;4;
Min of total size of {end of local conversation} received (avg) ;40.0;
Min of total size of {end of local conversation} received (stddev) ;0.0;
Min of total size of {end of local conversation} received (min) ;40;
Min of total size of {end of local conversation} received (max) ;40;
Min of max size of {end of local conversation} received (avg) ;10.0;
Min of max size of {end of local conversation} received (stddev) ;0.0;
Min of max size of {end of local conversation} received (min) ;10;
Min of max size of {end of local conversation} received (max) ;10;
Min of min size of {end of local conversation} received (avg) ;10.0;
Min of min size of {end of local conversation} received (stddev) ;0.0;
Min of min size of {end of local conversation} received (min) ;10;
Min of min size of {end of local conversation} received (max) ;10;
Sum of nb of {end of local conversation} received (avg) ;12.0;
Sum of nb of {end of local conversation} received (stddev) ;0.0;
Sum of nb of {end of local conversation} received (min) ;12;
Sum of nb of {end of local conversation} received (max) ;12;
Sum of total size of {end of local conversation} received (avg) ;120.0;
Sum of total size of {end of local conversation} received (stddev) ;0.0;
Sum of total size of {end of local conversation} received (min) ;120;
Sum of total size of {end of local conversation} received (max) ;120;
Sum of max size of {end of local conversation} received (avg) ;30.0;
Sum of max size of {end of local conversation} received (stddev) ;0.0;
Sum of max size of {end of local conversation} received (min) ;30;
Sum of max size of {end of local conversation} received (max) ;30;
Sum of min size of {end of local conversation} received (avg) ;30.0;
Sum of min size of {end of local conversation} received (stddev) ;0.0;
Sum of min size of {end of local conversation} received (min) ;30;
Sum of min size of {end of local conversation} received (max) ;30;
Average of nb of {end of local conversation} received (avg) ;4.0;
Average of nb of {end of local conversation} received (stddev) ;0.0;
Average of nb of {end of local conversation} received (min) ;4.0;
Average of nb of {end of local conversation} received (max) ;4.0;
Average of total size of {end of local conversation} received (avg) ;40.0;
Average of total size of {end of local conversation} received (stddev) ;0.0;
Average of total size of {end of local conversation} received (min) ;40.0;
Average of total size of {end of local conversation} received (max) ;40.0;
Average of max size of {end of local conversation} received (avg) ;10.0;
Average of max size of {end of local conversation} received (stddev) ;0.0;
Average of max size of {end of local conversation} received (min) ;10.0;
Average of max size of {end of local conversation} received (max) ;10.0;
Average of min size of {end of local conversation} received (avg) ;10.0;
Average of min size of {end of local conversation} received (stddev) ;0.0;
Average of min size of {end of local conversation} received (min) ;10.0;
Average of min size of {end of local conversation} received (max) ;10.0;
Standard deviation of nb of {end of local conversation} received (avg) ;0.0;
Standard deviation of nb of {end of local conversation} received (stddev) ;0.0;
Standard deviation of nb of {end of local conversation} received (min) ;0.0;
Standard deviation of nb of {end of local conversation} received (max) ;0;
Standard deviation of total size of {end of local conversation} received (avg) ;0.0;
Standard deviation of total size of {end of local conversation} received (stddev) ;0.0;
Standard deviation of total size of {end of local conversation} received (min) ;0.0;
Standard deviation of total size of {end of local conversation} received (max) ;0;
Standard deviation of max size of {end of local conversation} received (avg) ;0.0;
Standard deviation of max size of {end of local conversation} received (stddev) ;0.0;
Standard deviation of max size of {end of local conversation} received (min) ;0.0;
Standard deviation of max size of {end of local conversation} received (max) ;0;
Standard deviation of min size of {end of local conversation} received (avg) ;0.0;
Standard deviation of min size of {end of local conversation} received (stddev) ;0.0;
Standard deviation of min size of {end of local conversation} received (min) ;0.0;
Standard deviation of min size of {end of local conversation} received (max) ;0;
Product of nb of {check context} received (avg) ;2.0;
Product of nb of {check context} received (stddev) ;0.0;
Product of nb of {check context} received (min) ;2;
Product of nb of {check context} received (max) ;2;
Product of total size of {check context} received (avg) ;539136.0;
Product of total size of {check context} received (stddev) ;0.0;
Product of total size of {check context} received (min) ;539136;
Product of total size of {check context} received (max) ;539136;
Product of max size of {check context} received (avg) ;294912.0;
Product of max size of {check context} received (stddev) ;0.0;
Product of max size of {check context} received (min) ;294912;
Product of max size of {check context} received (max) ;294912;
Product of min size of {check context} received (avg) ;244224.0;
Product of min size of {check context} received (stddev) ;0.0;
Product of min size of {check context} received (min) ;244224;
Product of min size of {check context} received (max) ;244224;
Max of nb of {check context} received (avg) ;2.0;
Max of nb of {check context} received (stddev) ;0.0;
Max of nb of {check context} received (min) ;2;
Max of nb of {check context} received (max) ;2;
Max of total size of {check context} received (avg) ;117.0;
Max of total size of {check context} received (stddev) ;0.0;
Max of total size of {check context} received (min) ;117;
Max of total size of {check context} received (max) ;117;
Max of max size of {check context} received (avg) ;72.0;
Max of max size of {check context} received (stddev) ;0.0;
Max of max size of {check context} received (min) ;72;
Max of max size of {check context} received (max) ;72;
Max of min size of {check context} received (avg) ;72.0;
Max of min size of {check context} received (stddev) ;0.0;
Max of min size of {check context} received (min) ;72;
Max of min size of {check context} received (max) ;72;
Min of nb of {check context} received (avg) ;1.0;
Min of nb of {check context} received (stddev) ;0.0;
Min of nb of {check context} received (min) ;1;
Min of nb of {check context} received (max) ;1;
Min of total size of {check context} received (avg) ;64.0;
Min of total size of {check context} received (stddev) ;0.0;
Min of total size of {check context} received (min) ;64;
Min of total size of {check context} received (max) ;64;
Min of max size of {check context} received (avg) ;64.0;
Min of max size of {check context} received (stddev) ;0.0;
Min of max size of {check context} received (min) ;64;
Min of max size of {check context} received (max) ;64;
Min of min size of {check context} received (avg) ;53.0;
Min of min size of {check context} received (stddev) ;0.0;
Min of min size of {check context} received (min) ;53;
Min of min size of {check context} received (max) ;53;
Sum of nb of {check context} received (avg) ;4.0;
Sum of nb of {check context} received (stddev) ;0.0;
Sum of nb of {check context} received (min) ;4;
Sum of nb of {check context} received (max) ;4;
Sum of total size of {check context} received (avg) ;253.0;
Sum of total size of {check context} received (stddev) ;0.0;
Sum of total size of {check context} received (min) ;253;
Sum of total size of {check context} received (max) ;253;
Sum of max size of {check context} received (avg) ;200.0;
Sum of max size of {check context} received (stddev) ;0.0;
Sum of max size of {check context} received (min) ;200;
Sum of max size of {check context} received (max) ;200;
Sum of min size of {check context} received (avg) ;189.0;
Sum of min size of {check context} received (stddev) ;0.0;
Sum of min size of {check context} received (min) ;189;
Sum of min size of {check context} received (max) ;189;
Average of nb of {check context} received (avg) ;1.3333333333333335;
Average of nb of {check context} received (stddev) ;2.220446049250313E-16;
Average of nb of {check context} received (min) ;1.3333333333333333;
Average of nb of {check context} received (max) ;1.3333333333333333;
Average of total size of {check context} received (avg) ;84.33333333333334;
Average of total size of {check context} received (stddev) ;1.4210854715202004E-14;
Average of total size of {check context} received (min) ;84.33333333333333;
Average of total size of {check context} received (max) ;84.33333333333333;
Average of max size of {check context} received (avg) ;66.66666666666666;
Average of max size of {check context} received (stddev) ;1.4210854715202004E-14;
Average of max size of {check context} received (min) ;66.66666666666667;
Average of max size of {check context} received (max) ;66.66666666666667;
Average of min size of {check context} received (avg) ;63.0;
Average of min size of {check context} received (stddev) ;0.0;
Average of min size of {check context} received (min) ;63.0;
Average of min size of {check context} received (max) ;63.0;
Standard deviation of nb of {check context} received (avg) ;0.4714045207910317;
Standard deviation of nb of {check context} received (stddev) ;0.0;
Standard deviation of nb of {check context} received (min) ;0.4714045207910317;
Standard deviation of nb of {check context} received (max) ;0.4714045207910317;
Standard deviation of total size of {check context} received (avg) ;23.328570942563594;
Standard deviation of total size of {check context} received (stddev) ;3.552713678800501E-15;
Standard deviation of total size of {check context} received (min) ;23.32857094256359;
Standard deviation of total size of {check context} received (max) ;23.32857094256359;
Standard deviation of max size of {check context} received (avg) ;3.7712361663282534;
Standard deviation of max size of {check context} received (stddev) ;0.0;
Standard deviation of max size of {check context} received (min) ;3.7712361663282534;
Standard deviation of max size of {check context} received (max) ;3.7712361663282534;
Standard deviation of min size of {check context} received (avg) ;7.788880963698615;
Standard deviation of min size of {check context} received (stddev) ;0.0;
Standard deviation of min size of {check context} received (min) ;7.788880963698615;
Standard deviation of min size of {check context} received (max) ;7.788880963698615;
Product of nb of {has better hyp} received (avg) ;1.0;
Product of nb of {has better hyp} received (stddev) ;0.0;
Product of nb of {has better hyp} received (min) ;1;
Product of nb of {has better hyp} received (max) ;1;
Product of total size of {has better hyp} received (avg) ;76.0;
Product of total size of {has better hyp} received (stddev) ;0.0;
Product of total size of {has better hyp} received (min) ;76;
Product of total size of {has better hyp} received (max) ;76;
Product of max size of {has better hyp} received (avg) ;76.0;
Product of max size of {has better hyp} received (stddev) ;0.0;
Product of max size of {has better hyp} received (min) ;76;
Product of max size of {has better hyp} received (max) ;76;
Product of min size of {has better hyp} received (avg) ;76.0;
Product of min size of {has better hyp} received (stddev) ;0.0;
Product of min size of {has better hyp} received (min) ;76;
Product of min size of {has better hyp} received (max) ;76;
Max of nb of {has better hyp} received (avg) ;1.0;
Max of nb of {has better hyp} received (stddev) ;0.0;
Max of nb of {has better hyp} received (min) ;1;
Max of nb of {has better hyp} received (max) ;1;
Max of total size of {has better hyp} received (avg) ;76.0;
Max of total size of {has better hyp} received (stddev) ;0.0;
Max of total size of {has better hyp} received (min) ;76;
Max of total size of {has better hyp} received (max) ;76;
Max of max size of {has better hyp} received (avg) ;76.0;
Max of max size of {has better hyp} received (stddev) ;0.0;
Max of max size of {has better hyp} received (min) ;76;
Max of max size of {has better hyp} received (max) ;76;
Max of min size of {has better hyp} received (avg) ;76.0;
Max of min size of {has better hyp} received (stddev) ;0.0;
Max of min size of {has better hyp} received (min) ;76;
Max of min size of {has better hyp} received (max) ;76;
Min of nb of {has better hyp} received (avg) ;-1.0;
Min of nb of {has better hyp} received (stddev) ;0.0;
Min of nb of {has better hyp} received (min) ;-1;
Min of nb of {has better hyp} received (max) ;0;
Min of total size of {has better hyp} received (avg) ;-1.0;
Min of total size of {has better hyp} received (stddev) ;0.0;
Min of total size of {has better hyp} received (min) ;-1;
Min of total size of {has better hyp} received (max) ;0;
Min of max size of {has better hyp} received (avg) ;-1.0;
Min of max size of {has better hyp} received (stddev) ;0.0;
Min of max size of {has better hyp} received (min) ;-1;
Min of max size of {has better hyp} received (max) ;0;
Min of min size of {has better hyp} received (avg) ;-1.0;
Min of min size of {has better hyp} received (stddev) ;0.0;
Min of min size of {has better hyp} received (min) ;-1;
Min of min size of {has better hyp} received (max) ;0;
Sum of nb of {has better hyp} received (avg) ;-1.0;
Sum of nb of {has better hyp} received (stddev) ;0.0;
Sum of nb of {has better hyp} received (min) ;-1;
Sum of nb of {has better hyp} received (max) ;0;
Sum of total size of {has better hyp} received (avg) ;74.0;
Sum of total size of {has better hyp} received (stddev) ;0.0;
Sum of total size of {has better hyp} received (min) ;74;
Sum of total size of {has better hyp} received (max) ;74;
Sum of max size of {has better hyp} received (avg) ;74.0;
Sum of max size of {has better hyp} received (stddev) ;0.0;
Sum of max size of {has better hyp} received (min) ;74;
Sum of max size of {has better hyp} received (max) ;74;
Sum of min size of {has better hyp} received (avg) ;74.0;
Sum of min size of {has better hyp} received (stddev) ;0.0;
Sum of min size of {has better hyp} received (min) ;74;
Sum of min size of {has better hyp} received (max) ;74;
Average of nb of {has better hyp} received (avg) ;-0.33333333333333337;
Average of nb of {has better hyp} received (stddev) ;5.551115123125783E-17;
Average of nb of {has better hyp} received (min) ;-0.3333333333333333;
Average of nb of {has better hyp} received (max) ;0;
Average of total size of {has better hyp} received (avg) ;24.666666666666664;
Average of total size of {has better hyp} received (stddev) ;3.552713678800501E-15;
Average of total size of {has better hyp} received (min) ;24.666666666666668;
Average of total size of {has better hyp} received (max) ;24.666666666666668;
Average of max size of {has better hyp} received (avg) ;24.666666666666664;
Average of max size of {has better hyp} received (stddev) ;3.552713678800501E-15;
Average of max size of {has better hyp} received (min) ;24.666666666666668;
Average of max size of {has better hyp} received (max) ;24.666666666666668;
Average of min size of {has better hyp} received (avg) ;24.666666666666664;
Average of min size of {has better hyp} received (stddev) ;3.552713678800501E-15;
Average of min size of {has better hyp} received (min) ;24.666666666666668;
Average of min size of {has better hyp} received (max) ;24.666666666666668;
Standard deviation of nb of {has better hyp} received (avg) ;0.9428090415820634;
Standard deviation of nb of {has better hyp} received (stddev) ;0.0;
Standard deviation of nb of {has better hyp} received (min) ;0.9428090415820634;
Standard deviation of nb of {has better hyp} received (max) ;0.9428090415820634;
Standard deviation of total size of {has better hyp} received (avg) ;36.29814810090944;
Standard deviation of total size of {has better hyp} received (stddev) ;0.0;
Standard deviation of total size of {has better hyp} received (min) ;36.29814810090944;
Standard deviation of total size of {has better hyp} received (max) ;36.29814810090944;
Standard deviation of max size of {has better hyp} received (avg) ;36.29814810090944;
Standard deviation of max size of {has better hyp} received (stddev) ;0.0;
Standard deviation of max size of {has better hyp} received (min) ;36.29814810090944;
Standard deviation of max size of {has better hyp} received (max) ;36.29814810090944;
Standard deviation of min size of {has better hyp} received (avg) ;36.29814810090944;
Standard deviation of min size of {has better hyp} received (stddev) ;0.0;
Standard deviation of min size of {has better hyp} received (min) ;36.29814810090944;
Standard deviation of min size of {has better hyp} received (max) ;36.29814810090944;
Product of nb of {acknowledge} received (avg) ;64.0;
Product of nb of {acknowledge} received (stddev) ;0.0;
Product of nb of {acknowledge} received (min) ;64;
Product of nb of {acknowledge} received (max) ;64;
Product of total size of {acknowledge} received (avg) ;512.0;
Product of total size of {acknowledge} received (stddev) ;0.0;
Product of total size of {acknowledge} received (min) ;512;
Product of total size of {acknowledge} received (max) ;512;
Product of max size of {acknowledge} received (avg) ;8.0;
Product of max size of {acknowledge} received (stddev) ;0.0;
Product of max size of {acknowledge} received (min) ;8;
Product of max size of {acknowledge} received (max) ;8;
Product of min size of {acknowledge} received (avg) ;8.0;
Product of min size of {acknowledge} received (stddev) ;0.0;
Product of min size of {acknowledge} received (min) ;8;
Product of min size of {acknowledge} received (max) ;8;
Max of nb of {acknowledge} received (avg) ;4.0;
Max of nb of {acknowledge} received (stddev) ;0.0;
Max of nb of {acknowledge} received (min) ;4;
Max of nb of {acknowledge} received (max) ;4;
Max of total size of {acknowledge} received (avg) ;8.0;
Max of total size of {acknowledge} received (stddev) ;0.0;
Max of total size of {acknowledge} received (min) ;8;
Max of total size of {acknowledge} received (max) ;8;
Max of max size of {acknowledge} received (avg) ;2.0;
Max of max size of {acknowledge} received (stddev) ;0.0;
Max of max size of {acknowledge} received (min) ;2;
Max of max size of {acknowledge} received (max) ;2;
Max of min size of {acknowledge} received (avg) ;2.0;
Max of min size of {acknowledge} received (stddev) ;0.0;
Max of min size of {acknowledge} received (min) ;2;
Max of min size of {acknowledge} received (max) ;2;
Min of nb of {acknowledge} received (avg) ;4.0;
Min of nb of {acknowledge} received (stddev) ;0.0;
Min of nb of {acknowledge} received (min) ;4;
Min of nb of {acknowledge} received (max) ;4;
Min of total size of {acknowledge} received (avg) ;8.0;
Min of total size of {acknowledge} received (stddev) ;0.0;
Min of total size of {acknowledge} received (min) ;8;
Min of total size of {acknowledge} received (max) ;8;
Min of max size of {acknowledge} received (avg) ;2.0;
Min of max size of {acknowledge} received (stddev) ;0.0;
Min of max size of {acknowledge} received (min) ;2;
Min of max size of {acknowledge} received (max) ;2;
Min of min size of {acknowledge} received (avg) ;2.0;
Min of min size of {acknowledge} received (stddev) ;0.0;
Min of min size of {acknowledge} received (min) ;2;
Min of min size of {acknowledge} received (max) ;2;
Sum of nb of {acknowledge} received (avg) ;12.0;
Sum of nb of {acknowledge} received (stddev) ;0.0;
Sum of nb of {acknowledge} received (min) ;12;
Sum of nb of {acknowledge} received (max) ;12;
Sum of total size of {acknowledge} received (avg) ;24.0;
Sum of total size of {acknowledge} received (stddev) ;0.0;
Sum of total size of {acknowledge} received (min) ;24;
Sum of total size of {acknowledge} received (max) ;24;
Sum of max size of {acknowledge} received (avg) ;6.0;
Sum of max size of {acknowledge} received (stddev) ;0.0;
Sum of max size of {acknowledge} received (min) ;6;
Sum of max size of {acknowledge} received (max) ;6;
Sum of min size of {acknowledge} received (avg) ;6.0;
Sum of min size of {acknowledge} received (stddev) ;0.0;
Sum of min size of {acknowledge} received (min) ;6;
Sum of min size of {acknowledge} received (max) ;6;
Average of nb of {acknowledge} received (avg) ;4.0;
Average of nb of {acknowledge} received (stddev) ;0.0;
Average of nb of {acknowledge} received (min) ;4.0;
Average of nb of {acknowledge} received (max) ;4.0;
Average of total size of {acknowledge} received (avg) ;8.0;
Average of total size of {acknowledge} received (stddev) ;0.0;
Average of total size of {acknowledge} received (min) ;8.0;
Average of total size of {acknowledge} received (max) ;8.0;
Average of max size of {acknowledge} received (avg) ;2.0;
Average of max size of {acknowledge} received (stddev) ;0.0;
Average of max size of {acknowledge} received (min) ;2.0;
Average of max size of {acknowledge} received (max) ;2.0;
Average of min size of {acknowledge} received (avg) ;2.0;
Average of min size of {acknowledge} received (stddev) ;0.0;
Average of min size of {acknowledge} received (min) ;2.0;
Average of min size of {acknowledge} received (max) ;2.0;
Standard deviation of nb of {acknowledge} received (avg) ;0.0;
Standard deviation of nb of {acknowledge} received (stddev) ;0.0;
Standard deviation of nb of {acknowledge} received (min) ;0.0;
Standard deviation of nb of {acknowledge} received (max) ;0;
Standard deviation of total size of {acknowledge} received (avg) ;0.0;
Standard deviation of total size of {acknowledge} received (stddev) ;0.0;
Standard deviation of total size of {acknowledge} received (min) ;0.0;
Standard deviation of total size of {acknowledge} received (max) ;0;
Standard deviation of max size of {acknowledge} received (avg) ;0.0;
Standard deviation of max size of {acknowledge} received (stddev) ;0.0;
Standard deviation of max size of {acknowledge} received (min) ;0.0;
Standard deviation of max size of {acknowledge} received (max) ;0;
Standard deviation of min size of {acknowledge} received (avg) ;0.0;
Standard deviation of min size of {acknowledge} received (stddev) ;0.0;
Standard deviation of min size of {acknowledge} received (min) ;0.0;
Standard deviation of min size of {acknowledge} received (max) ;0;
Product of nb of {completeness counter-example} received (avg) ;18.0;
Product of nb of {completeness counter-example} received (stddev) ;0.0;
Product of nb of {completeness counter-example} received (min) ;18;
Product of nb of {completeness counter-example} received (max) ;18;
Product of total size of {completeness counter-example} received (avg) ;18000.0;
Product of total size of {completeness counter-example} received (stddev) ;0.0;
Product of total size of {completeness counter-example} received (min) ;18000;
Product of total size of {completeness counter-example} received (max) ;18000;
Product of max size of {completeness counter-example} received (avg) ;1000.0;
Product of max size of {completeness counter-example} received (stddev) ;0.0;
Product of max size of {completeness counter-example} received (min) ;1000;
Product of max size of {completeness counter-example} received (max) ;1000;
Product of min size of {completeness counter-example} received (avg) ;1000.0;
Product of min size of {completeness counter-example} received (stddev) ;0.0;
Product of min size of {completeness counter-example} received (min) ;1000;
Product of min size of {completeness counter-example} received (max) ;1000;
Max of nb of {completeness counter-example} received (avg) ;3.0;
Max of nb of {completeness counter-example} received (stddev) ;0.0;
Max of nb of {completeness counter-example} received (min) ;3;
Max of nb of {completeness counter-example} received (max) ;3;
Max of total size of {completeness counter-example} received (avg) ;30.0;
Max of total size of {completeness counter-example} received (stddev) ;0.0;
Max of total size of {completeness counter-example} received (min) ;30;
Max of total size of {completeness counter-example} received (max) ;30;
Max of max size of {completeness counter-example} received (avg) ;10.0;
Max of max size of {completeness counter-example} received (stddev) ;0.0;
Max of max size of {completeness counter-example} received (min) ;10;
Max of max size of {completeness counter-example} received (max) ;10;
Max of min size of {completeness counter-example} received (avg) ;10.0;
Max of min size of {completeness counter-example} received (stddev) ;0.0;
Max of min size of {completeness counter-example} received (min) ;10;
Max of min size of {completeness counter-example} received (max) ;10;
Min of nb of {completeness counter-example} received (avg) ;2.0;
Min of nb of {completeness counter-example} received (stddev) ;0.0;
Min of nb of {completeness counter-example} received (min) ;2;
Min of nb of {completeness counter-example} received (max) ;2;
Min of total size of {completeness counter-example} received (avg) ;20.0;
Min of total size of {completeness counter-example} received (stddev) ;0.0;
Min of total size of {completeness counter-example} received (min) ;20;
Min of total size of {completeness counter-example} received (max) ;20;
Min of max size of {completeness counter-example} received (avg) ;10.0;
Min of max size of {completeness counter-example} received (stddev) ;0.0;
Min of max size of {completeness counter-example} received (min) ;10;
Min of max size of {completeness counter-example} received (max) ;10;
Min of min size of {completeness counter-example} received (avg) ;10.0;
Min of min size of {completeness counter-example} received (stddev) ;0.0;
Min of min size of {completeness counter-example} received (min) ;10;
Min of min size of {completeness counter-example} received (max) ;10;
Sum of nb of {completeness counter-example} received (avg) ;8.0;
Sum of nb of {completeness counter-example} received (stddev) ;0.0;
Sum of nb of {completeness counter-example} received (min) ;8;
Sum of nb of {completeness counter-example} received (max) ;8;
Sum of total size of {completeness counter-example} received (avg) ;80.0;
Sum of total size of {completeness counter-example} received (stddev) ;0.0;
Sum of total size of {completeness counter-example} received (min) ;80;
Sum of total size of {completeness counter-example} received (max) ;80;
Sum of max size of {completeness counter-example} received (avg) ;30.0;
Sum of max size of {completeness counter-example} received (stddev) ;0.0;
Sum of max size of {completeness counter-example} received (min) ;30;
Sum of max size of {completeness counter-example} received (max) ;30;
Sum of min size of {completeness counter-example} received (avg) ;30.0;
Sum of min size of {completeness counter-example} received (stddev) ;0.0;
Sum of min size of {completeness counter-example} received (min) ;30;
Sum of min size of {completeness counter-example} received (max) ;30;
Average of nb of {completeness counter-example} received (avg) ;2.666666666666667;
Average of nb of {completeness counter-example} received (stddev) ;4.440892098500626E-16;
Average of nb of {completeness counter-example} received (min) ;2.6666666666666665;
Average of nb of {completeness counter-example} received (max) ;2.6666666666666665;
Average of total size of {completeness counter-example} received (avg) ;26.666666666666664;
Average of total size of {completeness counter-example} received (stddev) ;3.552713678800501E-15;
Average of total size of {completeness counter-example} received (min) ;26.666666666666668;
Average of total size of {completeness counter-example} received (max) ;26.666666666666668;
Average of max size of {completeness counter-example} received (avg) ;10.0;
Average of max size of {completeness counter-example} received (stddev) ;0.0;
Average of max size of {completeness counter-example} received (min) ;10.0;
Average of max size of {completeness counter-example} received (max) ;10.0;
Average of min size of {completeness counter-example} received (avg) ;10.0;
Average of min size of {completeness counter-example} received (stddev) ;0.0;
Average of min size of {completeness counter-example} received (min) ;10.0;
Average of min size of {completeness counter-example} received (max) ;10.0;
Standard deviation of nb of {completeness counter-example} received (avg) ;0.4714045207910317;
Standard deviation of nb of {completeness counter-example} received (stddev) ;0.0;
Standard deviation of nb of {completeness counter-example} received (min) ;0.4714045207910317;
Standard deviation of nb of {completeness counter-example} received (max) ;0.4714045207910317;
